Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,B365H,B365D,B365A
E0,15/08/15,Arsenal,West Ham,0,2,A,1.30,6.00,11.00,1.28,5.50,10.00
